0.96668,0.92164,3.2883,0.92429,0.95938,1.1589,2.1894
0.86965,0.86846,3.0045,0.84646,0.87624,1.0294,2.0023
0.76651,0.75561,2.6991,0.76537,0.72934,0.91385,1.7209
0.66731,0.60526,2.3371,0.59716,0.62449,0.77664,1.3939
0.5224,0.49532,1.8316,0.48788,0.47184,0.62398,1.1779
0.34439,0.3787,1.5712,0.3983,0.37142,0.48527,0.83723
0.27251,0.30234,1.3752,0.27082,0.25629,0.37446,0.63704
0.22056,0.21838,0.92382,0.18784,0.17094,0.32448,0.53687
0.18627,0.20505,0.75803,0.1763,0.12524,0.25696,0.41653
0.10573,0.14628,0.57742,0.15069,0.065289,0.23894,0.39125
0.048364,0.1257,0.47215,0.12081,0.049282,0.16266,0.30089
0.042647,0.10104,0.39002,0.11825,0.04489,0.087464,0.18373
0.038765,0.094479,0.38215,0.11635,0.038737,0.051528,0.11142
0.035547,0.034816,0.27681,0.030818,0.035702,0.047616,0.10189
0.032813,0.031928,0.27046,0.028619,0.0331,0.044271,0.093897
0.030468,0.029606,0.26532,0.026694,0.030838,0.041387,0.087123
0.028433,0.027657,0.12514,0.025003,0.028874,0.038848,0.081291
0.026652,0.025956,0.1175,0.02351,0.027118,0.036597,0.076263
0.025069,0.024433,0.11076,0.02217,0.025582,0.034596,0.071865
0.023677,0.023078,0.10474,0.020983,0.024193,0.032798,0.067939
0.022434,0.021861,0.09941,0.019921,0.022952,0.031176,0.06448
0.021312,0.020765,0.094546,0.018959,0.021832,0.029702,0.061343
0.020299,0.019765,0.090158,0.018074,0.020821,0.028374,0.058498
0.019381,0.018853,0.086183,0.017291,0.019892,0.027168,0.055959
0.018536,0.018025,0.082514,0.016559,0.019038,0.026031,0.053586
0.017775,0.01727,0.079178,0.015878,0.018265,0.024993,0.051446
0.017067,0.016569,0.076029,0.015263,0.01755,0.024044,0.049467
0.016417,0.015924,0.07319,0.014702,0.01689,0.023169,0.047623
0.015811,0.01534,0.070512,0.014163,0.016272,0.022341,0.045935
0.015253,0.014783,0.068044,0.013674,0.0157,0.021581,0.044353
0.014723,0.014282,0.065745,0.013223,0.015175,0.020865,0.042861
0.01424,0.013807,0.063591,0.012791,0.014673,0.020197,0.041486
0.013781,0.013355,0.061541,0.012386,0.014202,0.019563,0.040179
0.013356,0.012952,0.05968,0.012014,0.013771,0.018979,0.038965
0.012964,0.012552,0.057869,0.011657,0.013357,0.018432,0.037828
0.012578,0.012185,0.0562,0.011319,0.012973,0.017898,0.036747
0.012218,0.011842,0.054612,0.01101,0.012618,0.017409,0.035729
0.011887,0.011511,0.053136,0.010708,0.012273,0.016939,0.034766
0.01157,0.01121,0.051734,0.01043,0.011947,0.016492,0.033866
0.011264,0.010925,0.050358,0.010158,0.011633,0.016083,0.033009
0.010973,0.010646,0.049106,0.0099145,0.011347,0.015675,0.032188
0.010709,0.01037,0.047855,0.009672,0.011076,0.015298,0.031385
0.010453,0.010133,0.046758,0.0094392,0.010801,0.014934,0.030623
0.010203,0.009882,0.045648,0.0092211,0.010557,0.014586,0.029929
0.0099682,0.0096638,0.044615,0.0090025,0.01032,0.014255,0.02927
0.0097377,0.0094445,0.043604,0.0088129,0.010082,0.013951,0.028606
0.0095228,0.0092485,0.042637,0.0086225,0.0098591,0.013637,0.028006
0.009323,0.0090449,0.041678,0.0084395,0.0096523,0.013366,0.027392
0.0091194,0.0088548,0.040839,0.0082666,0.0094542,0.013078,0.026816
0.008934,0.0086718,0.040006,0.0080895,0.0092537,0.012809,0.026269
0.0087582,0.0084924,0.039194,0.0079213,0.0090651,0.012567,0.025773
0.0085945,0.0083244,0.038437,0.0077713,0.0088951,0.012313,0.025252
0.0084064,0.0081658,0.037665,0.0076318,0.0087266,0.012085,0.024783
0.0082556,0.0080051,0.036964,0.0074833,0.008555,0.011855,0.024322
0.0080978,0.007861,0.036293,0.0073472,0.0083902,0.011643,0.02385
0.0079457,0.0077206,0.035618,0.0072201,0.0082455,0.01142,0.023428
0.0078159,0.0075766,0.034964,0.0070836,0.0081068,0.011247,0.023027
0.0076616,0.0074509,0.034377,0.006957,0.0079565,0.011048,0.022614
0.0075271,0.0073223,0.033801,0.0068439,0.007817,0.01084,0.022201
0.007408,0.007196,0.033193,0.0067186,0.0076814,0.010662,0.021842
0.0072817,0.0070764,0.032636,0.0066085,0.0075562,0.010484,0.021497
0.0071654,0.0069649,0.032081,0.0065013,0.0074324,0.010314,0.021126
0.0070362,0.0068515,0.03159,0.0064034,0.007316,0.010152,0.0208
0.0069394,0.0067416,0.031077,0.0062999,0.0071942,0.0099903,0.020458
0.0068131,0.0066294,0.030533,0.0062,0.0070878,0.0098263,0.020146
0.0067254,0.0065347,0.030126,0.0061061,0.0069772,0.0096912,0.019843
0.0066193,0.00643,0.029638,0.0060199,0.0068729,0.0095312,0.019519
0.0065113,0.0063337,0.029178,0.0059187,0.0067647,0.0093927,0.019265
0.0064176,0.0062552,0.028804,0.0058441,0.0066697,0.0092606,0.018977
0.0063331,0.0061468,0.028398,0.0057517,0.0065801,0.0091193,0.018711
0.0062351,0.006066,0.027922,0.0056627,0.006479,0.0090005,0.018421
0.0061474,0.0059868,0.027561,0.0055871,0.00639,0.0088676,0.018184
0.0060639,0.0058916,0.027201,0.005517,0.006301,0.0087444,0.017926
0.0059741,0.0058148,0.026794,0.0054247,0.0062097,0.0086321,0.017678
0.005891,0.0057359,0.026413,0.0053585,0.006127,0.0085049,0.017438
0.0058276,0.0056549,0.026071,0.0052969,0.0060479,0.0084092,0.017211
0.0057406,0.0055951,0.025721,0.0052253,0.0059588,0.0082915,0.016989
0.005667,0.0055108,0.025389,0.0051471,0.0058985,0.0081758,0.016753
0.005586,0.0054347,0.025102,0.0050824,0.005816,0.0080871,0.016538
0.0055245,0.0053845,0.02475,0.0050263,0.0057393,0.0079876,0.016356
0.0054581,0.0053121,0.024473,0.004966,0.0056751,0.0078713,0.016133
0.0053733,0.0052392,0.024141,0.004896,0.0056013,0.0077782,0.015925
0.0053153,0.0051741,0.023852,0.0048378,0.005524,0.0076915,0.01575
0.0052525,0.0051083,0.023576,0.0047779,0.0054525,0.0075819,0.015566
